datetime,portfolio_value,cash,cash_deposits_total,cash_withdrawals_total,cash_adjustments_net_total,cash_financing_enabled,cash_financing_account_mode,cash_financing_credit_total,cash_financing_debit_total,cash_financing_net_total,cash_financing_days_accrued,cash_financing_events,cash_financing_last_credit_rate_used,cash_financing_last_debit_rate_used,positions,cash_deposits_period,cash_withdrawals_period,cash_adjustments_net_period,cash_financing_credit_period,cash_financing_debit_period,cash_financing_net_period,return,cash_adjusted_portfolio_value
2025-12-17 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-17 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-18 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-18 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-18 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-18 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-19 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-19 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-19 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-19 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-22 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-22 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-22 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-22 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-23 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-23 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-23 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-23 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-24 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-24 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-24 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-24 13:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-26 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-26 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-26 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-26 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-29 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-29 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-29 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-29 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-30 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-30 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-30 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-30 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-31 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-31 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-31 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2025-12-31 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-02 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-02 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-02 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-02 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-05 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-05 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-05 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-05 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-06 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-06 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-06 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-06 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-07 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-07 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-07 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-07 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-08 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-08 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-08 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-08 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-09 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-09 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-09 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-09 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-12 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-12 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-12 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-12 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-13 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-13 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-13 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-13 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-14 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-14 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-14 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-14 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-15 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-15 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-15 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-15 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-16 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-16 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-16 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-16 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-20 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-20 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-20 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-20 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-21 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-21 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-21 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-21 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-22 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-22 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-22 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-22 16:00:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-23 08:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
2026-01-23 09:30:00-05:00,100000.0,100000.0,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
